"","date","hours","weekday","attendance"
"7971",2019-11-29,"02:00-02:59","Friday",7
"7972",2019-11-29,"03:00-03:59","Friday",NA
"7973",2019-11-29,"04:00-04:59","Friday",3
"7974",2019-11-29,"05:00-05:59","Friday",NA
"7975",2019-11-29,"06:00-06:59","Friday",3
"7976",2019-11-29,"07:00-07:59","Friday",6
"7977",2019-11-29,"08:00-08:59","Friday",17
"7978",2019-11-29,"09:00-09:59","Friday",15
"7979",2019-11-29,"10:00-10:59","Friday",16
"7980",2019-11-29,"11:00-11:59","Friday",19
"7981",2019-11-29,"12:00-12:59","Friday",21
"7982",2019-11-29,"13:00-13:59","Friday",25
"7983",2019-11-29,"14:00-14:59","Friday",29
"7984",2019-11-29,"15:00-15:59","Friday",39
"7985",2019-11-29,"16:00-16:59","Friday",22
"7986",2019-11-29,"17:00-17:59","Friday",21
"7987",2019-11-29,"18:00-18:59","Friday",16
"7988",2019-11-29,"19:00-19:59","Friday",40
"7989",2019-11-29,"20:00-20:59","Friday",32
"7990",2019-11-29,"21:00-21:59","Friday",39
"7991",2019-11-29,"22:00-22:59","Friday",30
"7992",2019-11-29,"23:00-23:59","Friday",15
"7993",2019-11-30,"00:00-00:59","Saturday",18
"7994",2019-11-30,"01:00-01:59","Saturday",4
"7995",2019-11-30,"02:00-02:59","Saturday",11
"7996",2019-11-30,"03:00-03:59","Saturday",5
"7997",2019-11-30,"04:00-04:59","Saturday",3
"7998",2019-11-30,"05:00-05:59","Saturday",7
"7999",2019-11-30,"06:00-06:59","Saturday",7
"8000",2019-11-30,"07:00-07:59","Saturday",6
"8001",2019-11-30,"08:00-08:59","Saturday",7
"8002",2019-11-30,"09:00-09:59","Saturday",10
"8003",2019-11-30,"10:00-10:59","Saturday",10
"8004",2019-11-30,"11:00-11:59","Saturday",20
"8005",2019-11-30,"12:00-12:59","Saturday",24
"8006",2019-11-30,"13:00-13:59","Saturday",18
"8007",2019-11-30,"14:00-14:59","Saturday",15
"8008",2019-11-30,"15:00-15:59","Saturday",21
"8009",2019-11-30,"16:00-16:59","Saturday",23
"8010",2019-11-30,"17:00-17:59","Saturday",26
"8011",2019-11-30,"18:00-18:59","Saturday",39
"8012",2019-11-30,"19:00-19:59","Saturday",33
"8013",2019-11-30,"20:00-20:59","Saturday",20
"8014",2019-11-30,"21:00-21:59","Saturday",22
"8015",2019-11-30,"22:00-22:59","Saturday",30
"8016",2019-11-30,"23:00-23:59","Saturday",16
"8017",2019-12-01,"00:00-00:59","Sunday",13
"8018",2019-12-01,"01:00-01:59","Sunday",6
"8019",2019-12-01,"02:00-02:59","Sunday",12
"8020",2019-12-01,"03:00-03:59","Sunday",3
"8021",2019-12-01,"04:00-04:59","Sunday",7
"8022",2019-12-01,"05:00-05:59","Sunday",9
"8023",2019-12-01,"06:00-06:59","Sunday",6
"8024",2019-12-01,"07:00-07:59","Sunday",8
"8025",2019-12-01,"08:00-08:59","Sunday",21
"8026",2019-12-01,"09:00-09:59","Sunday",25
"8027",2019-12-01,"10:00-10:59","Sunday",34
"8028",2019-12-01,"11:00-11:59","Sunday",49
"8029",2019-12-01,"12:00-12:59","Sunday",68
"8030",2019-12-01,"13:00-13:59","Sunday",54
"8031",2019-12-01,"14:00-14:59","Sunday",64
"8032",2019-12-01,"15:00-15:59","Sunday",59
"8033",2019-12-01,"16:00-16:59","Sunday",58
"8034",2019-12-01,"17:00-17:59","Sunday",62
"8035",2019-12-01,"18:00-18:59","Sunday",55
"8036",2019-12-01,"19:00-19:59","Sunday",53
"8037",2019-12-01,"20:00-20:59","Sunday",30
"8038",2019-12-01,"21:00-21:59","Sunday",17
"8039",2019-12-01,"22:00-22:59","Sunday",24
"8040",2019-12-01,"23:00-23:59","Sunday",17
"8041",2019-12-02,"00:00-00:59","Monday",10
"8042",2019-12-02,"01:00-01:59","Monday",15
"8043",2019-12-02,"02:00-02:59","Monday",2
"8044",2019-12-02,"03:00-03:59","Monday",3
"8045",2019-12-02,"04:00-04:59","Monday",4
"8046",2019-12-02,"05:00-05:59","Monday",1
"8047",2019-12-02,"06:00-06:59","Monday",NA
"8048",2019-12-02,"07:00-07:59","Monday",6
"8049",2019-12-02,"08:00-08:59","Monday",9
"8050",2019-12-02,"09:00-09:59","Monday",16
"8051",2019-12-02,"10:00-10:59","Monday",22
"8052",2019-12-02,"11:00-11:59","Monday",29
"8053",2019-12-02,"12:00-12:59","Monday",31
"8054",2019-12-02,"13:00-13:59","Monday",28
"8055",2019-12-02,"14:00-14:59","Monday",25
"8056",2019-12-02,"15:00-15:59","Monday",23
"8057",2019-12-02,"16:00-16:59","Monday",39
"8058",2019-12-02,"17:00-17:59","Monday",31
"8059",2019-12-02,"18:00-18:59","Monday",35
"8060",2019-12-02,"19:00-19:59","Monday",42
"8061",2019-12-02,"20:00-20:59","Monday",45
"8062",2019-12-02,"21:00-21:59","Monday",33
"8063",2019-12-02,"22:00-22:59","Monday",30
"8064",2019-12-02,"23:00-23:59","Monday",12
"8065",2019-12-03,"00:00-00:59","Tuesday",11
"8066",2019-12-03,"01:00-01:59","Tuesday",9
"8067",2019-12-03,"02:00-02:59","Tuesday",2
"8068",2019-12-03,"03:00-03:59","Tuesday",2
"8069",2019-12-03,"04:00-04:59","Tuesday",6
"8070",2019-12-03,"05:00-05:59","Tuesday",2
"8071",2019-12-03,"06:00-06:59","Tuesday",6
"8072",2019-12-03,"07:00-07:59","Tuesday",9
"8073",2019-12-03,"08:00-08:59","Tuesday",10
"8074",2019-12-03,"09:00-09:59","Tuesday",12
"8075",2019-12-03,"10:00-10:59","Tuesday",24
"8076",2019-12-03,"11:00-11:59","Tuesday",29
"8077",2019-12-03,"12:00-12:59","Tuesday",19
"8078",2019-12-03,"13:00-13:59","Tuesday",28
"8079",2019-12-03,"14:00-14:59","Tuesday",30
"8080",2019-12-03,"15:00-15:59","Tuesday",29
"8081",2019-12-03,"16:00-16:59","Tuesday",33
"8082",2019-12-03,"17:00-17:59","Tuesday",24
"8083",2019-12-03,"18:00-18:59","Tuesday",27
"8084",2019-12-03,"19:00-19:59","Tuesday",38
"8085",2019-12-03,"20:00-20:59","Tuesday",33
"8086",2019-12-03,"21:00-21:59","Tuesday",36
"8087",2019-12-03,"22:00-22:59","Tuesday",29
"8088",2019-12-03,"23:00-23:59","Tuesday",15
"8089",2019-12-04,"00:00-00:59","Wednesday",11
"8090",2019-12-04,"01:00-01:59","Wednesday",8
"8091",2019-12-04,"02:00-02:59","Wednesday",2
"8092",2019-12-04,"03:00-03:59","Wednesday",2
"8093",2019-12-04,"04:00-04:59","Wednesday",5
"8094",2019-12-04,"05:00-05:59","Wednesday",NA
"8095",2019-12-04,"06:00-06:59","Wednesday",1
"8096",2019-12-04,"07:00-07:59","Wednesday",12
"8097",2019-12-04,"08:00-08:59","Wednesday",10
"8098",2019-12-04,"09:00-09:59","Wednesday",18
"8099",2019-12-04,"10:00-10:59","Wednesday",13
"8100",2019-12-04,"11:00-11:59","Wednesday",30
"8101",2019-12-04,"12:00-12:59","Wednesday",14
"8102",2019-12-04,"13:00-13:59","Wednesday",19
"8103",2019-12-04,"14:00-14:59","Wednesday",26
"8104",2019-12-04,"15:00-15:59","Wednesday",33
"8105",2019-12-04,"16:00-16:59","Wednesday",34
"8106",2019-12-04,"17:00-17:59","Wednesday",22
"8107",2019-12-04,"18:00-18:59","Wednesday",36
"8108",2019-12-04,"19:00-19:59","Wednesday",40
"8109",2019-12-04,"20:00-20:59","Wednesday",36
"8110",2019-12-04,"21:00-21:59","Wednesday",27
"8111",2019-12-04,"22:00-22:59","Wednesday",21
"8112",2019-12-04,"23:00-23:59","Wednesday",19
"8113",2019-12-05,"00:00-00:59","Thursday",7
"8114",2019-12-05,"01:00-01:59","Thursday",6
"8115",2019-12-05,"02:00-02:59","Thursday",4
"8116",2019-12-05,"03:00-03:59","Thursday",1
"8117",2019-12-05,"04:00-04:59","Thursday",7
"8118",2019-12-05,"05:00-05:59","Thursday",5
"8119",2019-12-05,"06:00-06:59","Thursday",4
"8120",2019-12-05,"07:00-07:59","Thursday",10
"8121",2019-12-05,"08:00-08:59","Thursday",9
"8122",2019-12-05,"09:00-09:59","Thursday",16
"8123",2019-12-05,"10:00-10:59","Thursday",18
"8124",2019-12-05,"11:00-11:59","Thursday",35
"8125",2019-12-05,"12:00-12:59","Thursday",27
"8126",2019-12-05,"13:00-13:59","Thursday",29
"8127",2019-12-05,"14:00-14:59","Thursday",16
"8128",2019-12-05,"15:00-15:59","Thursday",33
"8129",2019-12-05,"16:00-16:59","Thursday",42
"8130",2019-12-05,"17:00-17:59","Thursday",50
"8131",2019-12-05,"18:00-18:59","Thursday",27
"8132",2019-12-05,"19:00-19:59","Thursday",22
"8133",2019-12-05,"20:00-20:59","Thursday",29
"8134",2019-12-05,"21:00-21:59","Thursday",27
"8135",2019-12-05,"22:00-22:59","Thursday",16
"8136",2019-12-05,"23:00-23:59","Thursday",12
"8137",2019-12-06,"00:00-00:59","Friday",15
"8138",2019-12-06,"01:00-01:59","Friday",11
"8139",2019-12-06,"02:00-02:59","Friday",6
"8140",2019-12-06,"03:00-03:59","Friday",1
"8141",2019-12-06,"04:00-04:59","Friday",3
"8142",2019-12-06,"05:00-05:59","Friday",3
"8143",2019-12-06,"06:00-06:59","Friday",4
"8144",2019-12-06,"07:00-07:59","Friday",14
"8145",2019-12-06,"08:00-08:59","Friday",12
"8146",2019-12-06,"09:00-09:59","Friday",19
"8147",2019-12-06,"10:00-10:59","Friday",25
"8148",2019-12-06,"11:00-11:59","Friday",28
"8149",2019-12-06,"12:00-12:59","Friday",23
"8150",2019-12-06,"13:00-13:59","Friday",30
"8151",2019-12-06,"14:00-14:59","Friday",31
"8152",2019-12-06,"15:00-15:59","Friday",34
"8153",2019-12-06,"16:00-16:59","Friday",30
"8154",2019-12-06,"17:00-17:59","Friday",33
"8155",2019-12-06,"18:00-18:59","Friday",27
"8156",2019-12-06,"19:00-19:59","Friday",29
"8157",2019-12-06,"20:00-20:59","Friday",37
"8158",2019-12-06,"21:00-21:59","Friday",22
"8159",2019-12-06,"22:00-22:59","Friday",34
"8160",2019-12-06,"23:00-23:59","Friday",13
"8161",2019-12-07,"00:00-00:59","Saturday",12
"8162",2019-12-07,"01:00-01:59","Saturday",8
"8163",2019-12-07,"02:00-02:59","Saturday",7
"8164",2019-12-07,"03:00-03:59","Saturday",4
"8165",2019-12-07,"04:00-04:59","Saturday",6
"8166",2019-12-07,"05:00-05:59","Saturday",4
"8167",2019-12-07,"06:00-06:59","Saturday",9
"8168",2019-12-07,"07:00-07:59","Saturday",11
"8169",2019-12-07,"08:00-08:59","Saturday",7
"8170",2019-12-07,"09:00-09:59","Saturday",12
"8171",2019-12-07,"10:00-10:59","Saturday",13
"8172",2019-12-07,"11:00-11:59","Saturday",11
"8173",2019-12-07,"12:00-12:59","Saturday",12
"8174",2019-12-07,"13:00-13:59","Saturday",37
"8175",2019-12-07,"14:00-14:59","Saturday",21
"8176",2019-12-07,"15:00-15:59","Saturday",33
"8177",2019-12-07,"16:00-16:59","Saturday",31
"8178",2019-12-07,"17:00-17:59","Saturday",29
"8179",2019-12-07,"18:00-18:59","Saturday",49
"8180",2019-12-07,"19:00-19:59","Saturday",38
"8181",2019-12-07,"20:00-20:59","Saturday",33
"8182",2019-12-07,"21:00-21:59","Saturday",31
"8183",2019-12-07,"22:00-22:59","Saturday",37
"8184",2019-12-07,"23:00-23:59","Saturday",21
"8185",2019-12-08,"00:00-00:59","Sunday",15
"8186",2019-12-08,"01:00-01:59","Sunday",16
"8187",2019-12-08,"02:00-02:59","Sunday",4
"8188",2019-12-08,"03:00-03:59","Sunday",11
"8189",2019-12-08,"04:00-04:59","Sunday",9
"8190",2019-12-08,"05:00-05:59","Sunday",7
"8191",2019-12-08,"06:00-06:59","Sunday",5
"8192",2019-12-08,"07:00-07:59","Sunday",7
"8193",2019-12-08,"08:00-08:59","Sunday",12
"8194",2019-12-08,"09:00-09:59","Sunday",26
"8195",2019-12-08,"10:00-10:59","Sunday",41
"8196",2019-12-08,"11:00-11:59","Sunday",61
"8197",2019-12-08,"12:00-12:59","Sunday",49
"8198",2019-12-08,"13:00-13:59","Sunday",63
"8199",2019-12-08,"14:00-14:59","Sunday",56
"8200",2019-12-08,"15:00-15:59","Sunday",75
"8201",2019-12-08,"16:00-16:59","Sunday",65
"8202",2019-12-08,"17:00-17:59","Sunday",61
"8203",2019-12-08,"18:00-18:59","Sunday",52
"8204",2019-12-08,"19:00-19:59","Sunday",55
"8205",2019-12-08,"20:00-20:59","Sunday",38
"8206",2019-12-08,"21:00-21:59","Sunday",22
"8207",2019-12-08,"22:00-22:59","Sunday",30
"8208",2019-12-08,"23:00-23:59","Sunday",10
"8209",2019-12-09,"00:00-00:59","Monday",5
"8210",2019-12-09,"01:00-01:59","Monday",11
"8211",2019-12-09,"02:00-02:59","Monday",3
"8212",2019-12-09,"03:00-03:59","Monday",NA
"8213",2019-12-09,"04:00-04:59","Monday",3
"8214",2019-12-09,"05:00-05:59","Monday",5
"8215",2019-12-09,"06:00-06:59","Monday",7
"8216",2019-12-09,"07:00-07:59","Monday",9
"8217",2019-12-09,"08:00-08:59","Monday",14
"8218",2019-12-09,"09:00-09:59","Monday",14
"8219",2019-12-09,"10:00-10:59","Monday",17
"8220",2019-12-09,"11:00-11:59","Monday",33
"8221",2019-12-09,"12:00-12:59","Monday",26
"8222",2019-12-09,"13:00-13:59","Monday",21
"8223",2019-12-09,"14:00-14:59","Monday",20
"8224",2019-12-09,"15:00-15:59","Monday",30
"8225",2019-12-09,"16:00-16:59","Monday",40
"8226",2019-12-09,"17:00-17:59","Monday",23
"8227",2019-12-09,"18:00-18:59","Monday",40
"8228",2019-12-09,"19:00-19:59","Monday",44
"8229",2019-12-09,"20:00-20:59","Monday",52
"8230",2019-12-09,"21:00-21:59","Monday",28
"8231",2019-12-09,"22:00-22:59","Monday",16
"8232",2019-12-09,"23:00-23:59","Monday",8
"8233",2019-12-10,"00:00-00:59","Tuesday",8
"8234",2019-12-10,"01:00-01:59","Tuesday",10
"8235",2019-12-10,"02:00-02:59","Tuesday",4
"8236",2019-12-10,"03:00-03:59","Tuesday",4
"8237",2019-12-10,"04:00-04:59","Tuesday",NA
"8238",2019-12-10,"05:00-05:59","Tuesday",5
"8239",2019-12-10,"06:00-06:59","Tuesday",8
"8240",2019-12-10,"07:00-07:59","Tuesday",10
"8241",2019-12-10,"08:00-08:59","Tuesday",10
"8242",2019-12-10,"09:00-09:59","Tuesday",20
"8243",2019-12-10,"10:00-10:59","Tuesday",21
"8244",2019-12-10,"11:00-11:59","Tuesday",29
"8245",2019-12-10,"12:00-12:59","Tuesday",33
"8246",2019-12-10,"13:00-13:59","Tuesday",25
"8247",2019-12-10,"14:00-14:59","Tuesday",27
"8248",2019-12-10,"15:00-15:59","Tuesday",24
"8249",2019-12-10,"16:00-16:59","Tuesday",29
"8250",2019-12-10,"17:00-17:59","Tuesday",44
"8251",2019-12-10,"18:00-18:59","Tuesday",29
"8252",2019-12-10,"19:00-19:59","Tuesday",28
"8253",2019-12-10,"20:00-20:59","Tuesday",33
"8254",2019-12-10,"21:00-21:59","Tuesday",26
"8255",2019-12-10,"22:00-22:59","Tuesday",23
"8256",2019-12-10,"23:00-23:59","Tuesday",12
"8257",2019-12-11,"00:00-00:59","Wednesday",12
"8258",2019-12-11,"01:00-01:59","Wednesday",8
"8259",2019-12-11,"02:00-02:59","Wednesday",9
"8260",2019-12-11,"03:00-03:59","Wednesday",3
"8261",2019-12-11,"04:00-04:59","Wednesday",5
"8262",2019-12-11,"05:00-05:59","Wednesday",4
"8263",2019-12-11,"06:00-06:59","Wednesday",6
"8264",2019-12-11,"07:00-07:59","Wednesday",11
"8265",2019-12-11,"08:00-08:59","Wednesday",16
"8266",2019-12-11,"09:00-09:59","Wednesday",15
"8267",2019-12-11,"10:00-10:59","Wednesday",23
"8268",2019-12-11,"11:00-11:59","Wednesday",20
"8269",2019-12-11,"12:00-12:59","Wednesday",26
"8270",2019-12-11,"13:00-13:59","Wednesday",32
"8271",2019-12-11,"14:00-14:59","Wednesday",21
"8272",2019-12-11,"15:00-15:59","Wednesday",19
"8273",2019-12-11,"16:00-16:59","Wednesday",27
"8274",2019-12-11,"17:00-17:59","Wednesday",38
"8275",2019-12-11,"18:00-18:59","Wednesday",35
"8276",2019-12-11,"19:00-19:59","Wednesday",38
"8277",2019-12-11,"20:00-20:59","Wednesday",35
"8278",2019-12-11,"21:00-21:59","Wednesday",30
"8279",2019-12-11,"22:00-22:59","Wednesday",25
"8280",2019-12-11,"23:00-23:59","Wednesday",19
"8281",2019-12-12,"00:00-00:59","Thursday",8
"8282",2019-12-12,"01:00-01:59","Thursday",7
"8283",2019-12-12,"02:00-02:59","Thursday",3
"8284",2019-12-12,"03:00-03:59","Thursday",5
"8285",2019-12-12,"04:00-04:59","Thursday",4
"8286",2019-12-12,"05:00-05:59","Thursday",8
"8287",2019-12-12,"06:00-06:59","Thursday",11
"8288",2019-12-12,"07:00-07:59","Thursday",8
"8289",2019-12-12,"08:00-08:59","Thursday",16
"8290",2019-12-12,"09:00-09:59","Thursday",22
"8291",2019-12-12,"10:00-10:59","Thursday",22
"8292",2019-12-12,"11:00-11:59","Thursday",41
"8293",2019-12-12,"12:00-12:59","Thursday",32
"8294",2019-12-12,"13:00-13:59","Thursday",29
"8295",2019-12-12,"14:00-14:59","Thursday",29
"8296",2019-12-12,"15:00-15:59","Thursday",39
"8297",2019-12-12,"16:00-16:59","Thursday",46
"8298",2019-12-12,"17:00-17:59","Thursday",34
"8299",2019-12-12,"18:00-18:59","Thursday",45
"8300",2019-12-12,"19:00-19:59","Thursday",29
"8301",2019-12-12,"20:00-20:59","Thursday",36
"8302",2019-12-12,"21:00-21:59","Thursday",36
"8303",2019-12-12,"22:00-22:59","Thursday",25
"8304",2019-12-12,"23:00-23:59","Thursday",17
"8305",2019-12-13,"00:00-00:59","Friday",7
"8306",2019-12-13,"01:00-01:59","Friday",7
"8307",2019-12-13,"02:00-02:59","Friday",5
"8308",2019-12-13,"03:00-03:59","Friday",4
"8309",2019-12-13,"04:00-04:59","Friday",4
"8310",2019-12-13,"05:00-05:59","Friday",2
"8311",2019-12-13,"06:00-06:59","Friday",3
"8312",2019-12-13,"07:00-07:59","Friday",10
"8313",2019-12-13,"08:00-08:59","Friday",12
"8314",2019-12-13,"09:00-09:59","Friday",24
"8315",2019-12-13,"10:00-10:59","Friday",30
"8316",2019-12-13,"11:00-11:59","Friday",16
"8317",2019-12-13,"12:00-12:59","Friday",26
"8318",2019-12-13,"13:00-13:59","Friday",18
"8319",2019-12-13,"14:00-14:59","Friday",24
"8320",2019-12-13,"15:00-15:59","Friday",32
"8321",2019-12-13,"16:00-16:59","Friday",42
"8322",2019-12-13,"17:00-17:59","Friday",43
"8323",2019-12-13,"18:00-18:59","Friday",24
"8324",2019-12-13,"19:00-19:59","Friday",42
"8325",2019-12-13,"20:00-20:59","Friday",33
"8326",2019-12-13,"21:00-21:59","Friday",33
"8327",2019-12-13,"22:00-22:59","Friday",24
"8328",2019-12-13,"23:00-23:59","Friday",17
"8329",2019-12-14,"00:00-00:59","Saturday",13
"8330",2019-12-14,"01:00-01:59","Saturday",10
"8331",2019-12-14,"02:00-02:59","Saturday",7
"8332",2019-12-14,"03:00-03:59","Saturday",2
"8333",2019-12-14,"04:00-04:59","Saturday",2
"8334",2019-12-14,"05:00-05:59","Saturday",NA
"8335",2019-12-14,"06:00-06:59","Saturday",NA
"8336",2019-12-14,"07:00-07:59","Saturday",7
"8337",2019-12-14,"08:00-08:59","Saturday",9
"8338",2019-12-14,"09:00-09:59","Saturday",11
"8339",2019-12-14,"10:00-10:59","Saturday",10
"8340",2019-12-14,"11:00-11:59","Saturday",28
"8341",2019-12-14,"12:00-12:59","Saturday",23
"8342",2019-12-14,"13:00-13:59","Saturday",22
"8343",2019-12-14,"14:00-14:59","Saturday",27
"8344",2019-12-14,"15:00-15:59","Saturday",27
"8345",2019-12-14,"16:00-16:59","Saturday",29
"8346",2019-12-14,"17:00-17:59","Saturday",38
"8347",2019-12-14,"18:00-18:59","Saturday",46
"8348",2019-12-14,"19:00-19:59","Saturday",41
"8349",2019-12-14,"20:00-20:59","Saturday",37
"8350",2019-12-14,"21:00-21:59","Saturday",32
"8351",2019-12-14,"22:00-22:59","Saturday",38
"8352",2019-12-14,"23:00-23:59","Saturday",15
"8353",2019-12-15,"00:00-00:59","Sunday",16
"8354",2019-12-15,"01:00-01:59","Sunday",9
"8355",2019-12-15,"02:00-02:59","Sunday",7
"8356",2019-12-15,"03:00-03:59","Sunday",6
"8357",2019-12-15,"04:00-04:59","Sunday",9
"8358",2019-12-15,"05:00-05:59","Sunday",2
"8359",2019-12-15,"06:00-06:59","Sunday",5
"8360",2019-12-15,"07:00-07:59","Sunday",4
"8361",2019-12-15,"08:00-08:59","Sunday",16
"8362",2019-12-15,"09:00-09:59","Sunday",24
"8363",2019-12-15,"10:00-10:59","Sunday",38
"8364",2019-12-15,"11:00-11:59","Sunday",57
"8365",2019-12-15,"12:00-12:59","Sunday",47
"8366",2019-12-15,"13:00-13:59","Sunday",48
"8367",2019-12-15,"14:00-14:59","Sunday",50
"8368",2019-12-15,"15:00-15:59","Sunday",42
"8369",2019-12-15,"16:00-16:59","Sunday",62
"8370",2019-12-15,"17:00-17:59","Sunday",63
"8371",2019-12-15,"18:00-18:59","Sunday",59
"8372",2019-12-15,"19:00-19:59","Sunday",47
"8373",2019-12-15,"20:00-20:59","Sunday",34
"8374",2019-12-15,"21:00-21:59","Sunday",31
"8375",2019-12-15,"22:00-22:59","Sunday",27
"8376",2019-12-15,"23:00-23:59","Sunday",14
"8377",2019-12-16,"00:00-00:59","Monday",13
"8378",2019-12-16,"01:00-01:59","Monday",4
"8379",2019-12-16,"02:00-02:59","Monday",6
"8380",2019-12-16,"03:00-03:59","Monday",4
"8381",2019-12-16,"04:00-04:59","Monday",NA
"8382",2019-12-16,"05:00-05:59","Monday",3
"8383",2019-12-16,"06:00-06:59","Monday",5
"8384",2019-12-16,"07:00-07:59","Monday",5
"8385",2019-12-16,"08:00-08:59","Monday",20
"8386",2019-12-16,"09:00-09:59","Monday",25
"8387",2019-12-16,"10:00-10:59","Monday",30
"8388",2019-12-16,"11:00-11:59","Monday",34
"8389",2019-12-16,"12:00-12:59","Monday",24
"8390",2019-12-16,"13:00-13:59","Monday",18
"8391",2019-12-16,"14:00-14:59","Monday",33
"8392",2019-12-16,"15:00-15:59","Monday",35
"8393",2019-12-16,"16:00-16:59","Monday",38
"8394",2019-12-16,"17:00-17:59","Monday",45
"8395",2019-12-16,"18:00-18:59","Monday",43
"8396",2019-12-16,"19:00-19:59","Monday",40
"8397",2019-12-16,"20:00-20:59","Monday",48
"8398",2019-12-16,"21:00-21:59","Monday",32
"8399",2019-12-16,"22:00-22:59","Monday",35
"8400",2019-12-16,"23:00-23:59","Monday",16
"8401",2019-12-17,"00:00-00:59","Tuesday",13
"8402",2019-12-17,"01:00-01:59","Tuesday",5
"8403",2019-12-17,"02:00-02:59","Tuesday",10
"8404",2019-12-17,"03:00-03:59","Tuesday",2
"8405",2019-12-17,"04:00-04:59","Tuesday",6
"8406",2019-12-17,"05:00-05:59","Tuesday",5
"8407",2019-12-17,"06:00-06:59","Tuesday",5
"8408",2019-12-17,"07:00-07:59","Tuesday",9
"8409",2019-12-17,"08:00-08:59","Tuesday",12
"8410",2019-12-17,"09:00-09:59","Tuesday",22
"8411",2019-12-17,"10:00-10:59","Tuesday",26
"8412",2019-12-17,"11:00-11:59","Tuesday",29
"8413",2019-12-17,"12:00-12:59","Tuesday",29
"8414",2019-12-17,"13:00-13:59","Tuesday",33
"8415",2019-12-17,"14:00-14:59","Tuesday",29
"8416",2019-12-17,"15:00-15:59","Tuesday",37
"8417",2019-12-17,"16:00-16:59","Tuesday",43
"8418",2019-12-17,"17:00-17:59","Tuesday",40
"8419",2019-12-17,"18:00-18:59","Tuesday",35
"8420",2019-12-17,"19:00-19:59","Tuesday",35
"8421",2019-12-17,"20:00-20:59","Tuesday",38
"8422",2019-12-17,"21:00-21:59","Tuesday",38
"8423",2019-12-17,"22:00-22:59","Tuesday",26
"8424",2019-12-17,"23:00-23:59","Tuesday",13
"8425",2019-12-18,"00:00-00:59","Wednesday",14
"8426",2019-12-18,"01:00-01:59","Wednesday",8
"8427",2019-12-18,"02:00-02:59","Wednesday",5
"8428",2019-12-18,"03:00-03:59","Wednesday",11
"8429",2019-12-18,"04:00-04:59","Wednesday",4
"8430",2019-12-18,"05:00-05:59","Wednesday",1
"8431",2019-12-18,"06:00-06:59","Wednesday",4
"8432",2019-12-18,"07:00-07:59","Wednesday",11
"8433",2019-12-18,"08:00-08:59","Wednesday",8
"8434",2019-12-18,"09:00-09:59","Wednesday",20
"8435",2019-12-18,"10:00-10:59","Wednesday",32
"8436",2019-12-18,"11:00-11:59","Wednesday",29
"8437",2019-12-18,"12:00-12:59","Wednesday",27
"8438",2019-12-18,"13:00-13:59","Wednesday",29
"8439",2019-12-18,"14:00-14:59","Wednesday",35
"8440",2019-12-18,"15:00-15:59","Wednesday",32
"8441",2019-12-18,"16:00-16:59","Wednesday",24
"8442",2019-12-18,"17:00-17:59","Wednesday",33
"8443",2019-12-18,"18:00-18:59","Wednesday",45
"8444",2019-12-18,"19:00-19:59","Wednesday",42
"8445",2019-12-18,"20:00-20:59","Wednesday",38
"8446",2019-12-18,"21:00-21:59","Wednesday",36
"8447",2019-12-18,"22:00-22:59","Wednesday",21
"8448",2019-12-18,"23:00-23:59","Wednesday",17
"8449",2019-12-19,"00:00-00:59","Thursday",13
"8450",2019-12-19,"01:00-01:59","Thursday",2
"8451",2019-12-19,"02:00-02:59","Thursday",4
"8452",2019-12-19,"03:00-03:59","Thursday",4
"8453",2019-12-19,"04:00-04:59","Thursday",5
"8454",2019-12-19,"05:00-05:59","Thursday",4
"8455",2019-12-19,"06:00-06:59","Thursday",3
"8456",2019-12-19,"07:00-07:59","Thursday",13
"8457",2019-12-19,"08:00-08:59","Thursday",18
"8458",2019-12-19,"09:00-09:59","Thursday",15
"8459",2019-12-19,"10:00-10:59","Thursday",26
"8460",2019-12-19,"11:00-11:59","Thursday",42
"8461",2019-12-19,"12:00-12:59","Thursday",17
"8462",2019-12-19,"13:00-13:59","Thursday",18
"8463",2019-12-19,"14:00-14:59","Thursday",41
"8464",2019-12-19,"15:00-15:59","Thursday",23
"8465",2019-12-19,"16:00-16:59","Thursday",39
"8466",2019-12-19,"17:00-17:59","Thursday",36
"8467",2019-12-19,"18:00-18:59","Thursday",37
"8468",2019-12-19,"19:00-19:59","Thursday",35
"8469",2019-12-19,"20:00-20:59","Thursday",35
"8470",2019-12-19,"21:00-21:59","Thursday",36
"8471",2019-12-19,"22:00-22:59","Thursday",28
"8472",2019-12-19,"23:00-23:59","Thursday",23
"8473",2019-12-20,"00:00-00:59","Friday",18
"8474",2019-12-20,"01:00-01:59","Friday",8
"8475",2019-12-20,"02:00-02:59","Friday",4
"8476",2019-12-20,"03:00-03:59","Friday",5
"8477",2019-12-20,"04:00-04:59","Friday",2
"8478",2019-12-20,"05:00-05:59","Friday",1
"8479",2019-12-20,"06:00-06:59","Friday",1
"8480",2019-12-20,"07:00-07:59","Friday",11
"8481",2019-12-20,"08:00-08:59","Friday",18
"8482",2019-12-20,"09:00-09:59","Friday",22
"8483",2019-12-20,"10:00-10:59","Friday",25
"8484",2019-12-20,"11:00-11:59","Friday",24
"8485",2019-12-20,"12:00-12:59","Friday",25
"8486",2019-12-20,"13:00-13:59","Friday",35
"8487",2019-12-20,"14:00-14:59","Friday",24
"8488",2019-12-20,"15:00-15:59","Friday",37
